代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,卖出信号,卖出原因,市场状态,股票池
601799,星宇股份,汽车配件,20180108,53.42,20180117,48.04,100,-544.2,-10.07%,9,Top Rank,Hard stop (-10.1%),Hard stop (-10.1%),BULL,csi500
600416,湘电股份,电气设备,20180110,11.46,20180117,10.41,500,-531.8,-9.16%,7,Top Rank,Hard stop (-9.2%),Hard stop (-9.2%),BULL,csi500
603882,金域医学,医疗保健,20180102,32.42,20180119,29.66,100,-279.9,-8.51%,17,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
000893,亚钾国际,农药化肥,20180102,9.25,20180122,7.97,600,-774.2,-13.84%,20,Top Rank,Hard stop (-13.8%),Hard stop (-13.8%),BULL,csi500
603868,飞科电器,家用电器,20180105,78.01,20180123,71.67,100,-643.3,-8.13%,18,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
603883,老百姓,医药商业,20180104,63.77,20180124,60.14,100,-370.8,-5.69%,20,Top Rank,BULL rank exit (60.4%),BULL rank exit (60.4%),BULL,csi500
600529,山东药玻,医疗保健,20180109,21.57,20180125,21.26,400,-135.1,-1.44%,16,Top Rank,BULL rank exit (43.8%),BULL rank exit (43.8%),BULL,csi500
002080,中材科技,玻璃,20180115,23.69,20180125,23.95,200,45.8,1.10%,10,Top Rank,BULL rank exit (76.7%),BULL rank exit (76.7%),BULL,csi500
000951,中国重汽,汽车整车,20180115,16.31,20180125,17.69,300,407.1,8.46%,10,Top Rank,BULL rank exit (46.3%),BULL rank exit (46.3%),BULL,csi500
002266,浙富控股,环境保护,20180115,4.05,20180125,4.16,1100,115.1,2.72%,10,Top Rank,BULL rank exit (64.1%),BULL rank exit (64.1%),BULL,csi500
300115,长盈精密,元器件,20180116,18.05,20180129,19.15,800,860.1,6.09%,13,Top Rank,BULL rank exit (51.8%),BULL rank exit (51.8%),BULL,csi500
603233,大参林,医药商业,20180117,48.81,20180129,47.23,100,-164.1,-3.24%,12,Top Rank,BULL rank exit (58.6%),BULL rank exit (58.6%),BULL,csi500
300699,光威复材,化纤,20180117,54.82,20180129,52.7,100,-218.9,-3.87%,12,Top Rank,BULL rank exit (79.5%),BULL rank exit (79.5%),BULL,csi500
002130,沃尔核材,电气设备,20180117,5.54,20180129,5.55,700,1.9,0.18%,12,Top Rank,BULL rank exit (87.4%),BULL rank exit (87.4%),BULL,csi500
600392,盛和资源,小金属,20180119,18.6,20180129,17.05,900,-1414.9,-8.33%,10,Top Rank,Hard stop (-8.3%),Hard stop (-8.3%),BULL,csi500
600487,亨通光电,通信设备,20180122,40.72,20180129,36.02,100,-474.7,-11.54%,7,Top Rank,Hard stop (-11.5%),Hard stop (-11.5%),BULL,csi500
603737,三棵树,染料涂料,20180104,74.04,20180130,69.04,100,-509.0,-6.75%,26,Top Rank,BULL rank exit (63.2%),BULL rank exit (63.2%),BULL,csi500
603826,坤彩科技,染料涂料,20180104,15.28,20180130,15.26,400,-15.9,-0.13%,26,Top Rank,BULL rank exit (48.4%),BULL rank exit (48.4%),BULL,csi500
300496,中科创达,软件服务,20180115,28.25,20180130,29.96,100,167.1,6.05%,15,Top Rank,BULL rank exit (57.9%),BULL rank exit (57.9%),BULL,csi500
603688,石英股份,矿物制品,20180115,14.15,20180131,12.8,300,-410.0,-9.54%,16,Top Rank,Hard stop (-9.5%),Hard stop (-9.5%),BULL,csi500
002583,海能达,通信设备,20180116,14.69,20180131,12.38,500,-1163.0,-15.72%,15,Top Rank,Hard stop (-15.7%),Hard stop (-15.7%),BULL,csi500
600536,中国软件,软件服务,20180129,14.84,20180131,13.43,300,-428.2,-9.50%,2,Top Rank,Hard stop (-9.5%),Hard stop (-9.5%),BULL,csi500
600863,华能蒙电,火力发电,20180103,3.0,20180201,2.88,2300,-284.6,-4.00%,29,Top Rank,BULL rank exit (58.5%),BULL rank exit (58.5%),BULL,csi500
603707,健友股份,生物制药,20180103,28.78,20180201,26.07,200,-548.8,-9.42%,29,Top Rank,Hard stop (-9.4%),Hard stop (-9.4%),BULL,csi500
002008,大族激光,专用机械,20180109,53.45,20180201,48.96,100,-455.4,-8.40%,23,Top Rank,Hard stop (-8.4%),Hard stop (-8.4%),BULL,csi500
002531,天顺风能,电气设备,20180110,7.55,20180201,6.77,1700,-1341.0,-10.33%,22,Top Rank,Hard stop (-10.3%),Hard stop (-10.3%),BULL,csi500
600416,湘电股份,电气设备,20180117,10.41,20180201,9.01,400,-564.7,-13.45%,15,Top Rank,Hard stop (-13.4%),Hard stop (-13.4%),BULL,csi500
000893,亚钾国际,农药化肥,20180123,7.53,20180201,6.75,1200,-946.5,-10.36%,9,Top Rank,Hard stop (-10.4%),Hard stop (-10.4%),BULL,csi500
300573,兴齐眼药,化学制药,20180130,24.78,20180201,21.69,300,-935.5,-12.47%,2,Top Rank,Hard stop (-12.5%),Hard stop (-12.5%),BULL,csi500
600536,中国软件,软件服务,20180131,13.43,20180201,12.12,600,-795.5,-9.75%,1,Top Rank,Hard stop (-9.8%),Hard stop (-9.8%),BULL,csi500
603699,纽威股份,机械基件,20180102,19.74,20180202,16.88,200,-576.4,-14.49%,31,Top Rank,Hard stop (-14.5%),Hard stop (-14.5%),BULL,csi500
603816,顾家家居,家居用品,20180103,59.13,20180202,63.55,100,433.7,7.48%,30,Top Rank,BULL rank exit (48.5%),BULL rank exit (48.5%),BULL,csi500
300487,蓝晓科技,化工原料,20180129,31.1,20180202,25.9,200,-1046.7,-16.72%,4,Top Rank,Hard stop (-16.7%),Hard stop (-16.7%),BULL,csi500
603899,晨光股份,文教休闲,20180102,24.84,20180205,25.35,200,95.4,2.05%,34,Top Rank,BULL rank exit (50.4%),BULL rank exit (50.4%),BULL,csi500
603228,景旺电子,元器件,20180124,45.93,20180205,45.23,100,-75.9,-1.52%,12,Top Rank,BULL rank exit (51.4%),BULL rank exit (51.4%),BULL,csi500
603882,金域医学,医疗保健,20180129,28.93,20180205,26.55,200,-482.9,-8.23%,7,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
300604,长川科技,半导体,20180131,42.53,20180205,38.9,100,-368.1,-8.54%,5,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BULL,csi500
300223,北京君正,半导体,20180131,26.92,20180205,24.73,100,-222.2,-8.14%,5,Top Rank,Hard stop (-8.1%),Hard stop (-8.1%),BULL,csi500
300100,双林股份,汽车配件,20180115,14.2,20180206,12.72,200,-299.3,-10.42%,22,Top Rank,Hard stop (-10.4%),Hard stop (-10.4%),BULL,csi500
600299,安迪苏,饲料,20180117,11.7,20180206,11.59,200,-25.0,-0.94%,20,Top Rank,BULL rank exit (67.0%),BULL rank exit (67.0%),BULL,csi500
600612,老凤祥,服饰,20180125,45.71,20180206,42.4,100,-336.5,-7.24%,12,Top Rank,BULL rank exit (60.5%),BULL rank exit (60.5%),BULL,csi500
000403,派林生物,生物制药,20180125,31.3,20180206,27.96,100,-337.6,-10.67%,12,Top Rank,Hard stop (-10.7%),Hard stop (-10.7%),BULL,csi500
603456,九洲药业,医疗保健,20180125,18.09,20180206,15.68,100,-243.0,-13.32%,12,Top Rank,Hard stop (-13.3%),Hard stop (-13.3%),BULL,csi500
601991,大唐发电,火力发电,20180129,4.23,20180206,3.85,1400,-539.0,-8.98%,8,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BULL,csi500
300573,兴齐眼药,化学制药,20180201,21.69,20180206,19.41,300,-691.6,-10.51%,5,Top Rank,Hard stop (-10.5%),Hard stop (-10.5%),BULL,csi500
600517,国网英大,多元金融,20180201,5.22,20180206,4.75,1200,-571.4,-9.00%,5,Top Rank,Hard stop (-9.0%),Hard stop (-9.0%),BULL,csi500
300458,全志科技,半导体,20180201,19.85,20180206,17.65,200,-444.6,-11.08%,5,Top Rank,Hard stop (-11.1%),Hard stop (-11.1%),BULL,csi500
002432,九安医疗,医疗保健,20180201,7.64,20180206,6.62,600,-617.2,-13.35%,5,Top Rank,Hard stop (-13.4%),Hard stop (-13.4%),BULL,csi500
002409,雅克科技,半导体,20180201,21.6,20180206,18.95,100,-267.5,-12.27%,5,Top Rank,Hard stop (-12.3%),Hard stop (-12.3%),BULL,csi500
600895,张江高科,园区开发,20180201,13.43,20180206,11.7,200,-349.0,-12.88%,5,Top Rank,Hard stop (-12.9%),Hard stop (-12.9%),BULL,csi500
600416,湘电股份,电气设备,20180202,8.92,20180206,8.19,1500,-1111.0,-8.18%,4,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
300604,长川科技,半导体,20180205,38.9,20180206,35.05,100,-389.6,-9.90%,1,Top Rank,Hard stop (-9.9%),Hard stop (-9.9%),BULL,csi500
600562,国睿科技,通信设备,20180205,17.79,20180206,16.26,300,-465.3,-8.60%,1,Top Rank,Hard stop (-8.6%),Hard stop (-8.6%),BULL,csi500
000893,亚钾国际,农药化肥,20180205,5.47,20180206,4.95,800,-421.1,-9.51%,1,Top Rank,Hard stop (-9.5%),Hard stop (-9.5%),BULL,csi500
000830,鲁西化工,化工原料,20180103,17.15,20180207,21.1,300,1176.8,23.03%,35,Top Rank,BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
300136,信维通信,元器件,20180125,35.35,20180207,33.46,100,-193.3,-5.35%,13,Top Rank,BULL rank exit (40.9%),BULL rank exit (40.9%),BULL,csi500
601155,新城控股,区域地产,20180130,39.22,20180207,36.01,300,-977.0,-8.18%,8,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
000636,风华高科,元器件,20180129,10.36,20180208,10.32,400,-21.4,-0.39%,10,Top Rank,BULL rank exit (74.6%),BULL rank exit (74.6%),BULL,csi500
600129,太极集团,中成药,20180102,16.29,20180209,14.22,300,-626.5,-12.71%,38,Top Rank,Hard stop (-12.7%),Hard stop (-12.7%),BULL,csi500
603868,飞科电器,家用电器,20180130,63.2,20180209,58.04,100,-523.5,-8.16%,10,Top Rank,Hard stop (-8.2%),Hard stop (-8.2%),BULL,csi500
000785,居然智家,百货,20180202,9.76,20180209,8.65,1000,-1121.2,-11.37%,7,Top Rank,Hard stop (-11.4%),Hard stop (-11.4%),BULL,csi500
000723,美锦能源,焦炭加工,20180202,6.28,20180212,6.36,1000,71.7,1.27%,10,Top Rank,BULL rank exit (90.5%),BULL rank exit (90.5%),BULL,csi500
002472,双环传动,汽车配件,20180201,8.54,20180214,8.41,600,-84.6,-1.52%,13,Top Rank,BULL rank exit (41.0%),BULL rank exit (41.0%),BULL,csi500
600562,国睿科技,通信设备,20180206,16.26,20180222,17.26,200,195.5,6.15%,16,Top Rank,BULL rank exit (46.6%),BULL rank exit (46.6%),BULL,csi500
601608,中信重工,专用机械,20180206,3.4,20180222,3.47,700,45.8,2.06%,16,Top Rank,BULL rank exit (48.4%),BULL rank exit (48.4%),BULL,csi500
601880,辽港股份,港口,20180206,2.46,20180222,2.53,1000,66.7,2.85%,16,Top Rank,BULL rank exit (57.9%),BULL rank exit (57.9%),BULL,csi500
600316,洪都航空,航空,20180207,10.63,20180222,10.89,1600,393.3,2.45%,15,Top Rank,BULL rank exit (52.6%),BULL rank exit (52.6%),BULL,csi500
300012,华测检测,电器仪表,20180209,3.51,20180222,3.93,1500,622.3,11.97%,13,Top Rank,BULL rank exit (54.9%),BULL rank exit (54.9%),BULL,csi500
600038,中直股份,航空,20180209,33.65,20180222,35.74,100,204.4,6.21%,13,Top Rank,BULL rank exit (74.3%),BULL rank exit (74.3%),BULL,csi500
600416,湘电股份,电气设备,20180206,8.19,20180223,8.5,500,149.5,3.79%,17,Top Rank,BULL rank exit (43.4%),BULL rank exit (43.4%),BULL,csi500
300474,景嘉微,元器件,20180207,42.04,20180223,42.66,300,169.4,1.47%,16,Top Rank,BULL rank exit (71.6%),BULL rank exit (71.6%),BULL,csi500
302132,中航成飞,航空,20180209,7.77,20180223,8.22,900,395.4,5.79%,14,Top Rank,BULL rank exit (40.1%),BULL rank exit (40.1%),BULL,csi500
600363,联创光电,元器件,20180207,9.71,20180226,10.17,900,402.1,4.74%,19,Top Rank,BULL rank exit (42.0%),BULL rank exit (42.0%),BULL,csi500
600601,方正科技,元器件,20180206,2.67,20180227,2.96,800,228.9,10.86%,21,Top Rank,BULL rank exit (40.4%),BULL rank exit (40.4%),BULL,csi500
000429,粤高速Ａ,路桥,20180212,7.73,20180227,7.94,1800,359.4,2.72%,15,Top Rank,BULL rank exit (43.4%),BULL rank exit (43.4%),BULL,csi500
603833,欧派家居,家居用品,20180109,128.06,20180301,138.52,100,1028.0,8.17%,51,Top Rank,BEAR trailing stop (8.3%),BEAR trailing stop (8.3%),BEAR,csi500
002563,森马服饰,服饰,20180129,9.54,20180301,10.01,1000,457.0,4.93%,31,Top Rank,BEAR rank exit (55.1%),BEAR rank exit (55.1%),BEAR,csi500
600536,中国软件,软件服务,20180201,12.12,20180301,14.27,500,1065.7,17.74%,28,Top Rank,BEAR rank exit (33.7%),BEAR rank exit (33.7%),BEAR,csi500
002265,建设工业,专用机械,20180206,10.42,20180301,11.9,300,439.4,14.20%,23,Top Rank,BEAR rank exit (27.2%),BEAR rank exit (27.2%),BEAR,csi500
300458,全志科技,半导体,20180206,17.65,20180301,20.92,100,324.3,18.53%,23,Top Rank,BEAR rank exit (20.7%),BEAR rank exit (20.7%),BEAR,csi500
000009,中国宝安,电气设备,20180206,5.37,20180301,6.09,500,356.0,13.41%,23,Top Rank,BEAR rank exit (49.1%),BEAR rank exit (49.1%),BEAR,csi500
600959,江苏有线,影视音像,20180222,7.39,20180301,7.55,400,60.1,2.17%,7,Top Rank,BEAR rank exit (69.6%),BEAR rank exit (69.6%),BEAR,csi500
603688,石英股份,矿物制品,20180214,12.82,20180302,13.76,400,368.8,7.33%,16,Top Rank,BEAR rank exit (26.1%),BEAR rank exit (26.1%),BEAR,csi500
002670,国盛证券,证券,20180206,14.3,20180305,15.81,200,297.9,10.56%,27,Top Rank,BEAR rank exit (42.6%),BEAR rank exit (42.6%),BEAR,csi500
600132,重庆啤酒,啤酒,20180223,20.99,20180306,21.85,300,249.5,4.10%,11,Top Rank,BEAR rank exit (31.6%),BEAR rank exit (31.6%),BEAR,csi500
603160,汇顶科技,半导体,20180226,82.74,20180306,88.85,200,1198.9,7.38%,8,Top Rank,BEAR rank exit (33.3%),BEAR rank exit (33.3%),BEAR,csi500
002372,伟星新材,其他建材,20180227,20.27,20180306,20.2,400,-38.5,-0.35%,7,Top Rank,BEAR rank exit (24.9%),BEAR rank exit (24.9%),BEAR,csi500
300573,兴齐眼药,化学制药,20180206,19.41,20180307,21.3,100,186.2,9.74%,29,Top Rank,BEAR rank exit (49.1%),BEAR rank exit (49.1%),BEAR,csi500
000893,亚钾国际,农药化肥,20180208,5.2,20180308,5.46,3400,859.9,5.00%,28,Top Rank,BEAR rank exit (26.2%),BEAR rank exit (26.2%),BEAR,csi500
603885,吉祥航空,空运,20180222,15.8,20180309,15.79,200,-6.1,-0.06%,15,Top Rank,BEAR rank exit (21.5%),BEAR rank exit (21.5%),BEAR,csi500
600129,太极集团,中成药,20180222,14.6,20180313,15.72,100,110.0,7.67%,19,Top Rank,BEAR rank exit (43.2%),BEAR rank exit (43.2%),BEAR,csi500
600612,老凤祥,服饰,20180227,43.89,20180314,42.64,200,-261.1,-2.85%,15,Top Rank,BEAR rank exit (27.2%),BEAR rank exit (27.2%),BEAR,csi500
002583,海能达,通信设备,20180205,10.58,20180315,12.41,400,725.5,17.30%,38,Top Rank,BEAR trailing stop (8.1%),BEAR trailing stop (8.1%),BEAR,csi500
603338,浙江鼎力,工程机械,20180223,65.51,20180315,72.59,100,698.6,10.81%,20,Top Rank,BEAR rank exit (31.3%),BEAR rank exit (31.3%),BEAR,csi500
300604,长川科技,半导体,20180206,35.05,20180316,48.66,100,1354.7,38.83%,38,Top Rank,BEAR trailing stop (9.0%),BEAR trailing stop (9.0%),BEAR,csi500
002837,英维克,专用机械,20180205,17.0,20180320,20.02,200,598.1,17.74%,43,Top Rank,BEAR trailing stop (8.9%),BEAR trailing stop (8.9%),BEAR,csi500
002409,雅克科技,半导体,20180206,18.95,20180320,23.67,200,937.8,24.91%,42,Top Rank,BEAR trailing stop (10.4%),BEAR trailing stop (10.4%),BEAR,csi500
002008,大族激光,专用机械,20180223,51.5,20180322,53.85,200,456.0,4.56%,27,Top Rank,BEAR trailing stop (8.9%),BEAR trailing stop (8.9%),BEAR,csi500
002414,高德红外,电器仪表,20180206,11.7,20180323,14.12,200,480.3,20.68%,45,Top Rank,BEAR trailing stop (12.3%),BEAR trailing stop (12.3%),BEAR,csi500
002432,九安医疗,医疗保健,20180206,6.62,20180323,8.37,400,695.6,26.44%,45,Top Rank,BEAR trailing stop (15.4%),BEAR trailing stop (15.4%),BEAR,csi500
300223,北京君正,半导体,20180206,22.26,20180323,24.31,100,201.8,9.21%,45,Top Rank,BEAR trailing stop (16.7%),BEAR trailing stop (16.7%),BEAR,csi500
600487,亨通光电,通信设备,20180222,36.14,20180323,35.8,100,-38.7,-0.94%,29,Top Rank,BEAR trailing stop (12.0%),BEAR trailing stop (12.0%),BEAR,csi500
002409,雅克科技,半导体,20180322,23.48,20180323,21.13,700,-1664.2,-10.01%,1,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BEAR,csi500
600707,彩虹股份,元器件,20180222,8.34,20180326,8.27,500,-40.4,-0.84%,32,Top Rank,BEAR rank exit (31.3%),BEAR rank exit (31.3%),BEAR,csi500
600416,湘电股份,电气设备,20180320,9.8,20180327,10.65,1900,1588.7,8.67%,7,Top Rank,BEAR rank exit (84.1%),BEAR rank exit (84.1%),BEAR,csi500
603939,益丰药房,医药商业,20180323,55.77,20180329,57.18,300,400.7,2.53%,6,Top Rank,BEAR trailing stop (8.9%),BEAR trailing stop (8.9%),BEAR,csi500
300529,健帆生物,医疗保健,20180327,37.0,20180403,38.9,500,924.7,5.14%,7,Top Rank,BEAR rank exit (20.0%),BEAR rank exit (20.0%),BEAR,csi500
603883,老百姓,医药商业,20180326,68.6,20180404,70.01,200,263.8,2.06%,9,Top Rank,BEAR rank exit (33.2%),BEAR rank exit (33.2%),BEAR,csi500
603737,三棵树,染料涂料,20180323,67.97,20180409,69.59,200,305.9,2.38%,17,Top Rank,BEAR rank exit (22.5%),BEAR rank exit (22.5%),BEAR,csi500
300699,光威复材,化纤,20180206,39.84,20180410,55.42,100,1550.8,39.11%,63,Top Rank,BEAR trailing stop (8.1%),BEAR trailing stop (8.1%),BEAR,csi500
603688,石英股份,矿物制品,20180323,13.2,20180413,14.26,1300,1353.9,8.03%,21,Top Rank,BEAR rank exit (81.6%),BEAR rank exit (81.6%),BEAR,csi500
000032,深桑达Ａ,建筑工程,20180403,9.47,20180417,8.64,2000,-1682.5,-8.76%,14,Top Rank,Hard stop (-8.8%),Hard stop (-8.8%),BEAR,csi500
000703,恒逸石化,化纤,20180409,20.47,20180418,20.65,900,137.8,0.88%,9,Top Rank,BEAR rank exit (23.8%),BEAR rank exit (23.8%),BEAR,csi500
600602,云赛智联,软件服务,20180410,7.93,20180420,7.89,2400,-120.6,-0.50%,10,Top Rank,BEAR rank exit (37.0%),BEAR rank exit (37.0%),BEAR,csi500
002867,周大生,服饰,20180323,31.66,20180423,32.01,500,154.2,1.11%,31,Top Rank,BEAR trailing stop (8.5%),BEAR trailing stop (8.5%),BEAR,csi500
000403,派林生物,生物制药,20180418,32.8,20180424,32.8,500,-21.3,0.00%,6,Top Rank,BEAR rank exit (24.5%),BEAR rank exit (24.5%),BEAR,csi500
603456,九洲药业,医疗保健,20180404,17.45,20180427,16.66,1100,-889.5,-4.51%,23,Top Rank,BEAR rank exit (23.2%),BEAR rank exit (23.2%),BEAR,csi500
002867,周大生,服饰,20180424,32.75,20180502,29.41,500,-1689.1,-10.20%,8,Top Rank,Hard stop (-10.2%),Hard stop (-10.2%),BEAR,csi500
601231,环旭电子,元器件,20180502,9.99,20180509,10.17,1700,283.5,1.80%,7,Top Rank,BEAR rank exit (24.0%),BEAR rank exit (24.0%),BEAR,csi500
300567,精测电子,电器仪表,20180420,159.08,20180511,150.12,100,-915.4,-5.63%,21,Top Rank,BEAR trailing stop (10.7%),BEAR trailing stop (10.7%),BEAR,csi500
002409,雅克科技,半导体,20180323,21.13,20180514,24.1,800,2350.9,14.06%,52,Top Rank,BEAR trailing stop (13.8%),BEAR trailing stop (13.8%),BEAR,csi500
300595,欧普康视,医疗保健,20180417,65.72,20180514,65.9,200,18.9,0.27%,27,Top Rank,BEAR trailing stop (8.5%),BEAR trailing stop (8.5%),BEAR,csi500
300567,精测电子,电器仪表,20180514,148.11,20180521,153.23,100,491.9,3.46%,7,Top Rank,BEAR rank exit (80.2%),BEAR rank exit (80.2%),BEAR,csi500
002653,海思科,化学制药,20180427,12.89,20180524,13.59,1300,887.0,5.43%,27,Top Rank,BEAR trailing stop (8.5%),BEAR trailing stop (8.5%),BEAR,csi500
603233,大参林,医药商业,20180413,59.37,20180530,67.72,300,2478.6,14.06%,47,Top Rank,BEAR trailing stop (11.3%),BEAR trailing stop (11.3%),BEAR,csi500
002653,海思科,化学制药,20180524,13.59,20180530,12.86,1300,-970.7,-5.37%,6,Top Rank,BEAR trailing stop (8.3%),BEAR trailing stop (8.3%),BEAR,csi500
603806,福斯特,塑料,20180509,38.57,20180531,37.4,400,-485.5,-3.02%,22,Top Rank,BEAR trailing stop (11.8%),BEAR trailing stop (11.8%),BEAR,csi500
300595,欧普康视,医疗保健,20180514,65.9,20180601,69.77,200,755.2,5.87%,18,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
603233,大参林,医药商业,20180530,67.72,20180607,66.38,200,-285.3,-1.98%,8,Top Rank,BEAR trailing stop (8.6%),BEAR trailing stop (8.6%),BEAR,csi500
002085,万丰奥威,汽车配件,20180530,10.58,20180607,11.1,1600,815.6,4.96%,8,Top Rank,BEAR rank exit (23.0%),BEAR rank exit (23.0%),BEAR,csi500
600157,永泰能源,火力发电,20180601,1.92,20180607,1.92,9300,-23.2,0.00%,6,Top Rank,BEAR rank exit (21.9%),BEAR rank exit (21.9%),BEAR,csi500
002841,视源股份,元器件,20180521,93.24,20180608,88.52,100,-483.3,-5.06%,18,Top Rank,BEAR trailing stop (8.4%),BEAR trailing stop (8.4%),BEAR,csi500
603737,三棵树,染料涂料,20180511,73.97,20180612,71.42,200,-528.2,-3.45%,32,Top Rank,BEAR trailing stop (8.0%),BEAR trailing stop (8.0%),BEAR,csi500
002032,苏泊尔,家用电器,20180531,52.43,20180613,55.8,300,988.7,6.42%,13,Top Rank,BEAR rank exit (24.0%),BEAR rank exit (24.0%),BEAR,csi500
002532,天山铝业,铝,20180222,6.01,20180615,5.67,800,-277.9,-5.66%,113,Top Rank,BEAR trailing stop (10.3%),BEAR trailing stop (10.3%),BEAR,csi500
603658,安图生物,医疗保健,20180423,53.49,20180619,74.06,300,6141.2,38.45%,57,Top Rank,BEAR trailing stop (10.2%),BEAR trailing stop (10.2%),BEAR,csi500
603899,晨光股份,文教休闲,20180607,33.87,20180619,30.98,500,-1466.9,-8.54%,12,Top Rank,Hard stop (-8.5%),Hard stop (-8.5%),BEAR,csi500
002120,韵达股份,仓储物流,20180607,58.3,20180619,53.22,300,-1544.8,-8.71%,12,Top Rank,Hard stop (-8.7%),Hard stop (-8.7%),BEAR,csi500
002841,视源股份,元器件,20180608,88.52,20180619,87.51,200,-225.7,-1.15%,11,Top Rank,BEAR rank exit (46.4%),BEAR rank exit (46.4%),BEAR,csi500
603712,七一二,通信设备,20180612,29.19,20180619,24.87,600,-2608.5,-14.78%,7,Top Rank,Hard stop (-14.8%),Hard stop (-14.8%),BEAR,csi500
002653,海思科,化学制药,20180615,12.72,20180619,11.45,1200,-1541.9,-9.98%,4,Top Rank,Hard stop (-10.0%),Hard stop (-10.0%),BEAR,csi500
002268,电科网安,IT设备,20180619,22.2,20180621,21.27,700,-670.4,-4.19%,2,Top Rank,BEAR trailing stop (10.0%),BEAR trailing stop (10.0%),BEAR,csi500
002531,天顺风能,电气设备,20180619,4.31,20180625,4.45,3600,483.2,3.25%,6,Top Rank,BEAR rank exit (30.7%),BEAR rank exit (30.7%),BEAR,csi500
002608,江苏国信,火力发电,20180619,6.43,20180625,6.58,2400,339.5,2.33%,6,Top Rank,BEAR rank exit (51.9%),BEAR rank exit (51.9%),BEAR,csi500
000738,航发控制,航空,20180619,11.98,20180625,12.9,1300,1174.2,7.68%,6,Top Rank,BEAR rank exit (50.7%),BEAR rank exit (50.7%),BEAR,csi500
600316,洪都航空,航空,20180619,8.67,20180625,9.0,1200,382.0,3.81%,6,Top Rank,BEAR rank exit (49.0%),BEAR rank exit (49.0%),BEAR,csi500
002851,麦格米特,电气设备,20180613,41.22,20180702,45.15,400,1548.8,9.54%,19,Top Rank,BEAR rank exit (20.0%),BEAR rank exit (20.0%),BEAR,csi500
002532,天山铝业,铝,20180625,4.92,20180702,4.85,3600,-245.8,-1.26%,7,Top Rank,BEAR rank exit (27.8%),BEAR rank exit (27.8%),BEAR,csi500
300140,节能环境,环境保护,20180625,8.25,20180702,8.28,1900,35.5,0.36%,7,Top Rank,BEAR rank exit (93.9%),BEAR rank exit (93.9%),BEAR,csi500
603233,大参林,医药商业,20180607,66.38,20180703,64.43,200,-405.8,-2.93%,26,Top Rank,BEAR trailing stop (9.4%),BEAR trailing stop (9.4%),BEAR,csi500
